Workout Timestamp,Live/On-Demand,Instructor Name,Length (minutes),Fitness Discipline,Type,Title,Total Output,Avg. Watts,Avg. Resistance,Avg. Cadence (RPM),Avg. Speed (mph),Distance (mi),Calories Burned,Avg. Heartrate,Avg. Incline,Avg. Pace (min/mi)
2018-11-02,On Demand,Emma Lovewell,45,Cycling,Music,45 min New Tracks Ride,543,201,55%,73,21.26,15.94,748,,,
2018-11-03,On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Low Impact Ride,113,189,47%,88,20.91,3.47,156,,,
2018-11-03,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,820,228,51%,86,22.42,22.41,1130,,,
2018-11-04,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1207,224,52%,85,22.29,33.42,1663,,,
2018-11-06,On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Low Impact Ride,104,173,46%,86,20.23,3.37,143,,,
2018-11-06,On Demand,Robin Arzon,45,Cycling,Intervals,45 min Tabata Ride,622,231,55%,80,22.36,16.76,857,,,
2018-11-07,On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Low Impact Ride,105,176,49%,80,20.34,3.38,145,,,
2018-11-07,On Demand,Ally Love,45,Cycling,Music,45 min Metrics Ride,617,229,54%,80,22.42,16.81,850,,,
2018-11-12,On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Low Impact Ride,115,191,47%,89,21.01,3.50,158,,,
2018-11-12,On Demand,Ally Love,45,Cycling,Theme,45 min Boss Ride,642,238,54%,83,22.75,17.06,885,,,
2018-11-14,On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Low Impact Ride,115,191,49%,84,21.01,3.50,158,,,
2018-11-14,On Demand,Robin Arzon,45,Cycling,Intervals,45 min Tabata Ride,634,235,54%,83,22.56,16.92,873,,,
2018-11-15,On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Low Impact Ride,122,205,50%,84,21.58,3.58,169,,,
2018-11-15,On Demand,Emma Lovewell,45,Cycling,Music,45 min Metrics Ride,605,224,54%,80,22.27,16.69,834,,,
2018-11-16,On Demand,Emma Lovewell,10,Cycling,Low Impact,10 min Low Impact Ride,125,209,49%,86,21.68,3.60,172,,,
2018-11-16,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,798,222,50%,87,22.21,22.20,1099,,,
2018-11-17,On Demand,Robin Arzon,20,Cycling,Low Impact,20 min Low Impact Ride,275,229,53%,82,22.49,7.49,379,,,
2018-11-18,On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Low Impact Ride,109,182,49%,81,20.64,3.44,151,,,
2018-11-18,On Demand,Robin Arzon,45,Cycling,Intervals,45 min Tabata Ride,626,232,52%,86,22.45,16.82,862,,,
2018-11-21,On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Low Impact Ride,124,207,46%,94,21.67,3.60,171,,,
2018-11-21,On Demand,Robin Arzon,45,Cycling,Intervals,45 min Tabata Ride,620,230,54%,80,22.27,16.69,855,,,
2018-11-22,On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Low Impact Ride,119,199,50%,83,21.32,3.55,164,,,
2018-11-22,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,837,233,52%,87,22.61,22.60,1154,,,
2018-11-23,On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Low Impact Ride,107,179,48%,84,20.48,3.41,148,,,
2018-11-23,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1221,226,52%,84,22.37,33.55,1682,,,
2018-11-25,On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Low Impact Ride,112,187,49%,84,20.83,3.46,154,,,
2018-11-25,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,841,234,53%,84,22.66,22.65,1159,,,
2018-11-27,On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Low Impact Ride,112,186,44%,95,20.79,3.46,154,,,
2018-11-27,On Demand,Robin Arzon,45,Cycling,Intervals,45 min Tabata Ride,620,230,53%,84,22.38,16.78,855,,,
2018-11-29,On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Low Impact Ride,112,188,45%,94,20.87,3.46,155,,,
2018-11-29,On Demand,Robin Arzon,45,Cycling,Intervals,45 min Tabata Ride,572,212,54%,75,21.23,15.92,789,,,
2018-12-01,On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Low Impact Ride,113,189,44%,96,20.91,3.47,156,,,
2018-12-01,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,0,0,0%,0,0,0,0,,,
2018-12-01,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1222,226,51%,88,22.40,33.58,1684,,,
2018-12-03,On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Low Impact Ride,98,163,47%,81,19.77,3.29,135,,,
2018-12-03,On Demand,Robin Arzon,45,Cycling,Intervals,45 min Tabata Ride,603,224,53%,81,22.06,16.53,831,,,
2018-12-04,On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Low Impact Ride,104,173,48%,81,20.13,3.35,143,,,
2018-12-04,On Demand,Hannah Corbin,45,Cycling,Music,45 min Metrics Ride,601,223,55%,78,22.23,16.67,829,,,
2018-12-09,On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Low Impact Ride,105,175,44%,92,20.33,3.37,144,,,
2018-12-09,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1222,226,52%,84,22.39,33.58,1684,,,
2018-12-11,On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Low Impact Ride,111,186,45%,92,20.79,3.46,154,,,
2018-12-11,On Demand,Ally Love,45,Cycling,Intervals,45 min Tabata Ride,624,231,53%,82,22.32,16.74,859,,,
2018-12-13,On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Low Impact Ride,113,189,49%,83,20.91,3.48,156,,,
2018-12-13,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,839,233,51%,88,22.64,22.63,1156,,,
2018-12-14,On Demand,Ben Alldis,10,Cycling,Low Impact,10 min Low Impact Ride,0,0,0%,0,0,0,0,,,
2018-12-14,On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Low Impact Ride,115,193,44%,97,21.08,3.50,159,,,
2018-12-14,On Demand,Robin Arzon,45,Cycling,Intervals,45 min Tabata Ride,613,227,53%,81,21.97,16.47,845,,,
2018-12-16,On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Low Impact Ride,117,195,47%,90,21.17,3.53,161,,,
2018-12-16,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,862,240,52%,87,22.88,22.87,1188,,,
2018-12-19,On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Low Impact Ride,105,175,48%,82,20.22,3.37,145,,,
2018-12-19,On Demand,Jenn Sherman,45,Cycling,Music,45 min Metrics Ride,614,227,52%,86,22.33,16.74,845,,,
2018-12-21,On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Low Impact Ride,123,205,45%,97,21.57,3.59,169,,,
2018-12-21,On Demand,Robin Arzon,45,Cycling,Intervals,45 min Tabata Ride,617,228,53%,83,22.17,16.62,850,,,
2019-01-05,On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Low Impact Ride,120,200,47%,90,21.39,3.55,165,,,
2019-01-05,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,826,229,50%,90,22.48,22.47,1138,,,
2019-01-13,On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Low Impact Ride,108,180,45%,91,20.52,3.42,149,,,
2019-01-13,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,770,214,50%,86,21.90,21.90,1061,,,
2019-01-14,On Demand,Matt Wilpers,15,Cycling,Warm Up,15 min Warm Up Ride,171,190,47%,88,20.74,5.19,235,,,
2019-01-14,On Demand,Matt Wilpers,30,Cycling,Intervals,30 min HIIT Ride,367,204,51%,79,20.70,10.34,506,,,
2019-01-14,On Demand,Matt Wilpers,10,Cycling,Cool Down,10 min Cool Down Ride,93,156,41%,93,19.34,3.22,128,,,
2019-01-15,On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Low Impact Ride,109,182,44%,96,20.59,3.43,150,,,
2019-01-15,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,555,206,49%,86,21.25,15.92,764,,,
2019-01-16,On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Low Impact Ride,97,162,47%,82,19.70,3.28,134,,,
2019-01-16,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,751,209,49%,86,21.68,21.68,1034,,,
2019-01-18,On Demand,Matt Wilpers,15,Cycling,Warm Up,15 min Warm Up Ride,175,195,46%,92,21.03,5.25,241,,,
2019-01-18,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,592,219,50%,87,22.01,16.50,815,,,
2019-01-19,On Demand,Matt Wilpers,15,Cycling,Warm Up,15 min Warm Up Ride,181,201,47%,91,21.32,5.32,249,,,
2019-01-19,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,604,224,51%,86,22.22,16.66,832,,,
2019-01-19,On Demand,Alex Toussaint,10,Cycling,Cool Down,10 min Cool Down Ride,109,181,50%,79,20.59,3.42,150,,,
2019-01-19,On Demand,Leanne Hainsby-Alldis,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,,,,,,,6,,,
2019-01-20,On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Low Impact Ride,105,176,44%,93,20.37,3.38,145,,,
2019-01-20,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1208,224,51%,85,22.29,33.42,1664,,,
2019-01-21,On Demand,Matt Wilpers,15,Cycling,Warm Up,15 min Warm Up Ride,187,207,47%,92,21.56,5.39,257,,,
2019-01-21,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,610,226,52%,84,22.17,16.61,841,,,
2019-01-21,On Demand,Matt Wilpers,10,Cycling,Cool Down,10 min Cool Down Ride,101,168,42%,95,19.91,3.31,138,,,
2019-01-22,On Demand,Matt Wilpers,15,Cycling,Warm Up,15 min Warm Up Ride,174,193,47%,88,20.89,5.21,239,,,
2019-01-22,On Demand,Matt Wilpers,30,Cycling,Intervals,30 min HIIT Ride,402,224,53%,81,21.64,10.81,554,,,
2019-01-22,On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Low Impact Ride,106,176,43%,95,20.37,3.39,146,,,
2019-01-23,On Demand,Matt Wilpers,15,Cycling,Warm Up,15 min Warm Up Ride,176,196,47%,89,20.90,5.21,242,,,
2019-01-23,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,570,211,50%,85,21.78,16.33,786,,,
2019-01-25,On Demand,Matt Wilpers,15,Cycling,Warm Up,15 min Warm Up Ride,183,204,48%,91,21.39,5.34,252,,,
2019-01-25,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,601,223,50%,88,22.16,16.61,827,,,
2019-01-26,On Demand,Matt Wilpers,15,Cycling,Warm Up,15 min Warm Up Ride,189,210,48%,92,21.67,5.40,260,,,
2019-01-26,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Max Ride,579,215,49%,85,21.40,16.04,798,,,
2019-01-26,On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Low Impact Ride,106,177,44%,93,20.38,3.39,146,,,
2019-01-27,On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Low Impact Ride,105,175,47%,85,20.32,3.38,145,,,
2019-01-27,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1225,227,51%,87,22.40,33.59,1688,,,
2019-01-29,On Demand,Matt Wilpers,15,Cycling,Warm Up,15 min Warm Up Ride,183,204,48%,90,21.35,5.34,252,,,
2019-01-29,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Max Ride,552,205,49%,83,20.91,15.67,761,,,
2019-01-30,On Demand,Matt Wilpers,15,Cycling,Warm Up,15 min Warm Up Ride,175,195,48%,87,20.92,5.22,241,,,
2019-01-30,On Demand,Matt Wilpers,30,Cycling,Intervals,30 min HIIT Ride,362,201,52%,75,20.26,10.12,499,,,
2019-01-30,On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Low Impact Ride,96,160,45%,86,19.33,3.22,132,,,
2019-02-02,On Demand,Matt Wilpers,15,Cycling,Warm Up,15 min Warm Up Ride,185,206,48%,90,21.48,5.36,255,,,
2019-02-02,On Demand,Matt Wilpers,30,Cycling,Intervals,30 min HIIT Ride,405,225,53%,82,21.69,10.83,558,,,
2019-02-03,On Demand,Matt Wilpers,15,Cycling,Warm Up,15 min Warm Up Ride,187,209,47%,92,21.56,5.38,258,,,
2019-02-03,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,793,220,51%,85,22.07,22.06,1093,,,
2019-02-04,On Demand,Matt Wilpers,15,Cycling,Warm Up,15 min Warm Up Ride,172,192,46%,90,20.82,5.20,238,,,
2019-02-04,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,587,218,49%,88,21.90,16.41,809,,,
2019-02-06,On Demand,Matt Wilpers,15,Cycling,Warm Up,15 min Warm Up Ride,176,196,47%,90,21.00,5.25,242,,,
2019-02-06,On Demand,Matt Wilpers,30,Cycling,Intervals,30 min HIIT Ride,374,208,53%,75,20.55,10.27,515,,,
2019-02-06,On Demand,Robin Arzon,10,Cycling,Cool Down,10 min Cool Down Ride,109,182,49%,81,20.56,3.42,150,,,
2019-02-07,On Demand,Matt Wilpers,10,Cycling,Power Zone,10 min FTP Warm Up Ride,122,204,46%,94,21.35,3.55,169,,,
2019-02-07,On Demand,Denis Morton,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,560,207,48%,89,21.59,16.19,771,,,
2019-02-08,On Demand,Matt Wilpers,15,Cycling,Warm Up,15 min Warm Up Ride,183,203,47%,91,21.34,5.33,252,,,
2019-02-08,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Max Ride,532,197,48%,82,20.35,15.26,733,,,
2019-02-08,On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Low Impact Ride,110,184,44%,95,20.70,3.45,152,,,
2019-02-09,On Demand,Matt Wilpers,15,Cycling,Warm Up,15 min Warm Up Ride,183,203,47%,93,21.36,5.34,55,,,
2019-02-09,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,587,217,50%,86,21.64,16.22,165,,,
2019-02-10,On Demand,Matt Wilpers,15,Cycling,Warm Up,15 min Warm Up Ride,192,213,48%,92,21.77,5.44,265,,,
2019-02-10,On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,990,220,51%,85,22.14,27.67,1364,,,
2019-02-11,On Demand,Matt Wilpers,15,Cycling,Warm Up,15 min Warm Up Ride,172,191,46%,90,20.82,5.20,237,,,
2019-02-11,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Max Ride,494,183,48%,78,19.51,14.63,681,,,
2019-02-13,On Demand,Becs Gentry,10,Running,Endurance,10 min Extra Mile,0,,,,0,0,99,,0,
2019-02-13,On Demand,Becs Gentry,45,Running,Speed,45 min Tempo Run,0,,,,0,0,442,,0,
2019-02-16,On Demand,Matt Wilpers,15,Cycling,Warm Up,15 min Warm Up Ride,183,204,46%,93,21.40,5.35,253,,,
2019-02-16,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,592,219,50%,88,21.99,16.49,815,,,
2019-02-16,On Demand,Matt Wilpers,10,Cycling,Cool Down,10 min Cool Down Ride,111,185,45%,93,20.76,3.45,153,,,
2019-02-17,On Demand,Matt Wilpers,15,Cycling,Warm Up,15 min Warm Up Ride,186,207,47%,92,21.51,5.37,256,,,
2019-02-17,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Max Ride,566,210,48%,88,21.21,15.90,780,,,
2019-02-17,On Demand,Matt Wilpers,10,Cycling,Cool Down,10 min Cool Down Ride,106,177,43%,96,20.37,3.39,146,,,
2019-02-18,On Demand,Matt Wilpers,15,Cycling,Warm Up,15 min Warm Up Ride,178,198,46%,92,21.14,5.28,246,,,
2019-02-18,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1191,221,51%,87,22.16,33.23,1642,,,
2019-02-20,On Demand,Matt Wilpers,15,Cycling,Warm Up,15 min Warm Up Ride,174,193,46%,92,20.85,5.20,239,,,
2019-02-20,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,590,219,49%,89,21.93,16.43,814,,,
2019-02-21,On Demand,Matt Wilpers,15,Cycling,Warm Up,15 min Warm Up Ride,174,194,47%,90,20.91,5.23,240,,,
2019-02-21,On Demand,Matt Wilpers,30,Cycling,Intervals,30 min HIIT Ride,369,205,51%,79,20.83,10.41,509,,,
2019-02-21,On Demand,Matt Wilpers,10,Cycling,Cool Down,10 min Cool Down Ride,103,173,42%,97,20.19,3.36,142,,,
2019-02-22,On Demand,Matt Wilpers,15,Cycling,Warm Up,15 min Warm Up Ride,167,186,46%,90,20.49,5.12,231,,,
2019-02-22,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,598,222,50%,88,22.12,16.58,824,,,
2019-02-23,On Demand,Matt Wilpers,15,Cycling,Warm Up,15 min Warm Up Ride,181,201,47%,92,21.24,5.30,249,,,
2019-02-23,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Max Ride,575,213,49%,87,21.38,16.02,792,,,
2019-02-23,On Demand,Matt Wilpers,10,Cycling,Cool Down,10 min Cool Down Ride,95,160,43%,91,19.60,3.25,132,,,
2019-02-24,On Demand,Matt Wilpers,15,Cycling,Warm Up,15 min Warm Up Ride,181,201,48%,90,21.22,5.30,249,,,
2019-02-24,On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,1002,223,51%,86,22.24,27.79,1381,,,
2019-02-24,On Demand,Ben Alldis,10,Cycling,Low Impact,10 min Low Impact Ride,107,178,43%,96,20.44,3.40,147,,,
2019-02-25,On Demand,Matt Wilpers,15,Cycling,Warm Up,15 min Warm Up Ride,173,192,46%,91,20.84,5.20,238,,,
2019-02-25,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,599,222,49%,89,21.92,16.43,825,,,
2019-02-27,On Demand,Becs Gentry,10,Running,Warm Up,10 min Warm Up Run,0,,,,0,0,82,,0,
2019-02-27,On Demand,Robin Arzon,45,Running,Intervals,45 min Intervals Run,0,,,,0,0,439,,0,
2019-02-28,On Demand,Matt Wilpers,15,Cycling,Warm Up,15 min Warm Up Ride,174,194,46%,92,20.88,5.21,240,,,
2019-02-28,On Demand,Matt Wilpers,30,Cycling,Intervals,30 min HIIT Ride,382,213,51%,82,21.30,10.64,527,,,
2019-02-28,On Demand,Matt Wilpers,10,Cycling,Cool Down,10 min Cool Down Ride,104,173,41%,99,20.23,3.36,143,,,
2019-03-01,On Demand,Matt Wilpers,15,Cycling,Warm Up,15 min Warm Up Ride,181,201,47%,93,21.24,5.31,249,,,
2019-03-01,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,601,223,50%,88,22.18,16.63,828,,,
2019-03-02,On Demand,Matt Wilpers,15,Cycling,Warm Up,15 min Warm Up Ride,184,205,46%,94,21.41,5.35,253,,,
2019-03-02,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Max Ride,563,209,48%,86,21.09,15.81,776,,,
2019-03-02,On Demand,Hannah Corbin,10,Cycling,Cool Down,10 min Cool Down Ride,105,176,47%,85,20.35,3.39,145,,,
2019-03-04,On Demand,Matt Wilpers,15,Cycling,Warm Up,15 min Warm Up Ride,157,175,45%,87,19.67,4.92,217,,,
2019-03-04,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,791,223,51%,86,22.24,21.94,1090,,,
2019-03-04,On Demand,Leanne Hainsby-Alldis,5,Cycling,Cool Down,5 min Cool Down Ride,51,173,42%,97,20.21,1.67,71,,,
2019-03-05,On Demand,Matt Wilpers,15,Cycling,Warm Up,15 min Warm Up Ride,186,207,47%,93,21.52,5.38,257,,,
2019-03-05,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,600,225,48%,94,22.46,16.65,827,,,
2019-03-07,On Demand,Andy Speer,10,Running,Warm Up,10 min Warm Up Run,0,,,,0,0,82,,0,
2019-03-07,On Demand,Becs Gentry,45,Running,Intervals,45 min Intervals Run,0,,,,0,0,442,,0,
2019-03-08,On Demand,Olivia Amato,10,Running,Warm Up,10 min Warm Up Run,0,,,,0,0,82,,0,
2019-03-08,On Demand,Becs Gentry,45,Running,Speed,45 min Tempo Run,0,,,,0,0,444,,0,
2019-03-10,On Demand,Oliver Lee,10,Running,Warm Up,10 min Warm Up Run,0,,,,0,0,81,,0,
2019-03-10,On Demand,Robin Arzon,45,Running,Theme,45 min 90s Fun Run,0,,,,0,0,0,,0,
2019-03-11,On Demand,Jess Sims,30,Running,Intervals Run,30 min HIIT Run,0,,,,0,0,298,,0,
2019-03-11,On Demand,Olivia Amato,30,Running,Music Run,30 min EDM Fun Run,0,,,,0,0,299,,0,
2019-03-13,On Demand,Selena Samuela,10,Running,Warm Up,10 min Warm Up Run,0,,,,0,0,82,,0,
2019-03-13,On Demand,Matty Maggiacomo,45,Running,Intervals,45 min Intervals Run,0,,,,0,0,441,,0,
2019-03-15,On Demand,Matt Wilpers,15,Cycling,Warm Up,15 min Warm Up Ride,196,218,49%,91,21.96,5.48,270,,,
2019-03-15,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Max Ride,570,211,48%,88,21.25,15.92,786,,,
2019-03-15,On Demand,Robin Arzon,10,Cycling,Cool Down,10 min Cool Down Ride,101,168,47%,83,19.97,3.33,139,,,
2019-03-16,On Demand,Matt Wilpers,15,Cycling,Warm Up,15 min Warm Up Ride,189,210,48%,91,21.66,5.40,260,,,
2019-03-16,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,780,217,51%,86,22.00,22.00,1075,,,
2019-03-17,On Demand,Matt Wilpers,15,Cycling,Warm Up,15 min Warm Up Ride,182,202,47%,92,21.32,5.33,251,,,
2019-03-17,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,804,224,50%,88,22.15,22.14,1108,,,
2019-03-19,On Demand,Matt Wilpers,15,Cycling,Warm Up,15 min Warm Up Ride,168,186,46%,90,20.52,5.12,231,,,
2019-03-19,On Demand,Matt Wilpers,30,Cycling,Intervals,30 min HIIT Ride,372,207,50%,80,20.61,10.30,513,,,
2019-03-19,On Demand,Christine D'Ercole,10,Cycling,Cool Down,10 min Cool Down Ride,103,172,43%,93,20.08,3.34,142,,,
2019-03-20,On Demand,Matt Wilpers,15,Cycling,Warm Up,15 min Warm Up Ride,168,187,46%,89,20.43,5.10,232,,,
2019-03-20,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,589,218,50%,86,21.58,16.18,812,,,
2019-03-21,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,755,210,50%,85,21.70,21.70,1040,,,
2019-03-23,On Demand,Matt Wilpers,15,Cycling,Warm Up,15 min Warm Up Ride,179,199,46%,93,21.15,5.27,247,,,
2019-03-23,On Demand,Matt Wilpers,20,Cycling,Power Zone,20 min FTP Test Ride,340,283,56%,86,24.38,8.12,468,,,
2019-03-23,On Demand,Matt Wilpers,30,Cycling,Power Zone,30 min Power Zone Endurance Ride,365,203,50%,85,21.42,10.70,503,,,
2019-03-24,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1194,221,50%,89,22.17,33.25,1646,,,
2019-03-25,On Demand,Matt Wilpers,15,Cycling,Warm Up,15 min Warm Up Ride,177,197,46%,91,20.99,5.24,243,,,
2019-03-25,On Demand,Matt Wilpers,30,Cycling,Intervals,30 min HIIT Ride,371,206,49%,80,20.11,10.05,512,,,
2019-03-25,On Demand,Matt Wilpers,10,Cycling,Cool Down,10 min Cool Down Ride,99,165,43%,93,19.76,3.29,136,,,
2019-03-26,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,164,183,44%,92,20.21,5.04,226,,,
2019-03-26,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,0,0,0%,0,0,0,0,,,
2019-03-26,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,553,205,48%,87,21.15,15.85,761,,,
2019-04-04,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,171,190,45%,94,20.65,5.16,236,,,
2019-04-04,On Demand,Robin Arzon,45,Cycling,Intervals,45 min Tabata Ride,543,201,52%,75,20.20,15.15,748,,,
2019-04-05,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,175,195,45%,96,20.96,5.23,242,,,
2019-04-05,On Demand,Robin Arzon,45,Cycling,Intervals,45 min Tabata Ride,579,215,54%,76,21.35,16.01,798,,,
2019-04-06,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,174,193,44%,95,20.82,5.19,239,,,
2019-04-06,On Demand,Matt Wilpers,30,Cycling,Power Zone,30 min Power Zone Ride,340,189,49%,80,20.43,10.21,469,,,
2019-04-06,On Demand,Matt Wilpers,10,Cycling,Cool Down,10 min Cool Down Ride,88,147,40%,96,18.98,3.16,121,,,
2019-04-07,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,181,202,45%,97,21.25,5.30,250,,,
2019-04-07,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,799,222,51%,85,22.02,22.01,1101,,,
2019-04-07,On Demand,Matt Wilpers,10,Cycling,Cool Down,10 min Cool Down Ride,84,141,42%,88,18.65,3.10,116,,,
2019-04-08,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,157,175,44%,91,19.72,4.92,216,,,
2019-04-08,On Demand,Matt Wilpers,30,Cycling,Power Zone,30 min Power Zone Ride,350,195,48%,85,20.77,10.37,482,,,
2019-04-13,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,179,199,45%,97,21.14,5.28,247,,,
